,vfid,vfacc,vf_full_name,vf_pathogen,vf_short_name,vf_category
1897,VFG040815,NP_360546,"WASP, N-WASP, MENA proteins ",Rickettsia conorii str. Malish 7,rickA,RickA (VF0490) 
1898,VFG000423,NP_458730,Vi polysaccharide export protein VexE ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,vexE,Vi antigen (VF0101) 
1899,VFG000424,NP_458731,Vi polysaccharide export inner-membrane protein VexD ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,vexD,Vi antigen (VF0101) 
1900,VFG000425,NP_458732,Vi polysaccharide export ATP-binding protein VexC ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,vexC,Vi antigen (VF0101) 
1901,VFG000426,NP_458733,Vi polysaccharide export inner-membrane protein (ABC-2 type transporter) VexB ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,vexB,Vi antigen (VF0101) 
1902,VFG000427,NP_458734,Vi polysaccharide export protein VexA ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,vexA,Vi antigen (VF0101) 
1903,VFG000428,NP_458735,"Vi polysaccharide biosynthesis protein TviE, Glycosyl transferases group 1 ",Salmonella enterica subsp. enterica serovar Typhi str. CT18,tviE,Vi antigen (VF0101) 
1904,VFG000429,NP_458738,Vi polysaccharide biosynthesis protein TviD ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,tviD,Vi antigen (VF0101) 
1905,VFG000430,NP_458739,"Vi polysaccharide biosynthesis protein, epimerase TviC ",Salmonella enterica subsp. enterica serovar Typhi str. CT18,tviC,Vi antigen (VF0101) 
1906,VFG000431,NP_458740,"Vi polysaccharide biosynthesis protein, UDP-glucose/GDP-mannose dehydrogenase TviB ",Salmonella enterica subsp. enterica serovar Typhi str. CT18,tviB,Vi antigen (VF0101) 
1907,VFG000433,NP_490508,plasmid-encoded fimbriae chaperone protein PefD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,pefD,Pef (VF0104) 
1908,VFG000434,NP_490509,plasmid-encoded fimbriae usher protein PefC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,pefC,Pef (VF0104) 
1909,VFG000435,NP_490510,plasmid-encoded fimbriae major subunit PefA ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,pefA,Pef (VF0104) 
1910,VFG000436,NP_490511,plasmid-encoded fimbriae regulatory protein PefB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,pefB,Pef (VF0104) 
1911,VFG000438,NP_490528,"type III secretion system effector SpvC, phosphothreonine lyase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spvC,Spv (VF0107) 
1912,VFG000439,NP_490529,"type III secretion system effector SpvB, ADP-ribosylation activity ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spvB,Spv (VF0107) 
1913,VFG000441,NP_490531,"Salmonella plasmid virulence: regulation of spv operon, lysR family ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spvR,Spv (VF0107) 
1914,VFG000442,NP_490501,resistance to complement killing ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,rck,Rck (VF0108) 
1915,VFG000444,NP_459539,fimbrial protein internal segment ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,fimI,Type 1 fimbriae (VF0102) 
1916,VFG000445,NP_459540,chaperone protein FimC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,fimC,Type 1 fimbriae (VF0102) 
1917,VFG000446,NP_459541,usher protein FimD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,fimD,Type 1 fimbriae (VF0102) 
1918,VFG000447,NP_459542,"type I fimbriae minor fimbrial subunit FimH, adhesin ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,fimH,Type 1 fimbriae (VF0102) 
1919,VFG000448,NP_459543,type I fimbriae adaptor protein FimF ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,fimF,Type 1 fimbriae (VF0102) 
1920,VFG000452,NP_462537,"long polar fimbrial minor subunit LpfE, adhesin ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,lpfE,Lpf (VF0105) 
1921,VFG000453,NP_462538,long polar fimbrial protein LpfD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,lpfD,Lpf (VF0105) 
1922,VFG000454,NP_462539,long polar fimbrial usher protein LpfC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,lpfC,Lpf (VF0105) 
1923,VFG000455,NP_462540,long polar fimbrial chaperone protein LpfB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,lpfB,Lpf (VF0105) 
1924,VFG000456,NP_462541,long polar fimbria protein LpfA ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,lpfA,Lpf (VF0105) 
1925,VFG000457,NP_460114,"minor curlin subunit precursor, curli nucleator protein CsgB ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgB,Agf (VF0103) 
1926,VFG000458,NP_460115,curlin major subunit CsgA ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgA,Agf (VF0103) 
1927,VFG000459,NP_460116,curli assembly protein CsgC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgC,Agf (VF0103) 
1928,VFG000460,NP_460112,curli production assembly/transport protein CsgE ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgE,Agf (VF0103) 
1929,VFG000461,NP_460111,curli production assembly/transport protein CsgF ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgF,Agf (VF0103) 
1930,VFG000462,NP_460110,curli production assembly/transport protein CsgG ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgG,Agf (VF0103) 
1931,VFG000463,NP_460019,Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn) ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sodCI,SodCI (VF0109) 
1932,VFG000464,NP_461011,"type III secretion system effector SopA, E3 ubiquitin ligase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sopA,TTSS(SPI-1 encode) (VF0116) 
1933,VFG000465,NP_460064,"type III secretion system effector SopB, phosphoinositide phosphatase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sopB/sigD,TTSS(SPI-1 encode) (VF0116) 
1934,VFG000466,NP_461866,type III secretion system effector SopD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sopD,TTSS(SPI-1 encode) (VF0116) 
1935,VFG000467,NP_460811,"type III secretion system effector SopE2, guanine nucleotide exchange factor ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sopE2,TTSS(SPI-1 encode) (VF0116) 
1936,VFG000468,NP_461184,"type III secretion system effector SspH2, E3 ubiquitin ligase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sspH2,TTSS(SPI-2 encode) (VF0321) 
1937,VFG000469,NP_459778,"type III secretion system effector SlrP, E3 ubiquitin ligase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,slrP,TTSS(SPI-1 encode) (VF0116) 
1938,VFG000470,NP_460194,"type III secretion system effector SifA, N-terminal SKIP-binding domain, C-terminal guanine nucleotide exchange factor activity ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sifA,TTSS(SPI-2 encode) (VF0321) 
1939,VFG000471,NP_460590,"type III secretion system effector SseJ, glycerophospholipid:cholesterol acyltransferase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseJ,TTSS(SPI-2 encode) (VF0321) 
1940,VFG000476,AAG03023,gifsy-2 related virulence gene ,Salmonella enterica (serovar typhimurium),grvA,GrvA (VF0110) 
1941,VFG000494,NP_460358,type III secretion system protein SsaB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spiC/ssaB,TTSS(SPI-2 encode) (VF0321) 
1942,VFG000495,NP_460359,type III secretion system secretin SsaC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaC,TTSS(SPI-2 encode) (VF0321) 
1943,VFG000496,NP_460360,type III secretion system outer MS ring protein SsaD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaD,TTSS(SPI-2 encode) (VF0321) 
1944,VFG000497,NP_460361,chaperone for sseB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaE,TTSS(SPI-2 encode) (VF0321) 
1945,VFG000498,NP_460362,chaperone for sseB and sseD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseA,TTSS(SPI-2 encode) (VF0321) 
1946,VFG000499,NP_460363,type III secretion system effector SseB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseB,TTSS(SPI-2 encode) (VF0321) 
1947,VFG000500,NP_460364,chaperone for sseC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sscA,SPI-2 encoded T3SS (SS021) 
1948,VFG000501,NP_460365,"type III secretion system hydrophilic translocator, pore protein SseC ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseC,TTSS(SPI-2 encode) (VF0321) 
1949,VFG000502,NP_460366,"type III secretion system hydrophilic translocator, pore protein SseD ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseD,TTSS(SPI-2 encode) (VF0321) 
1950,VFG000503,NP_460367,type III secretion system effector SseE ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseE,TTSS(SPI-2 encode) (VF0321) 
1951,VFG000504,NP_460368,chaperone for sseF ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sscB,SPI-2 encoded T3SS (SS021) 
1952,VFG000505,NP_460369,type III secretion system effector SseF ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseF,TTSS(SPI-2 encode) (VF0321) 
1953,VFG000506,NP_460370,type III secretion system effector SseG ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseG,TTSS(SPI-2 encode) (VF0321) 
1954,VFG000507,NP_460371,type III secretion system needle filament protein SsaG ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaG,TTSS(SPI-2 encode) (VF0321) 
1955,VFG000508,NP_460372,type III secretion system protein SsaH ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaH,TTSS(SPI-2 encode) (VF0321) 
1956,VFG000509,NP_460373,type III secretion system inner rod protein SsaI ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaI,TTSS(SPI-2 encode) (VF0321) 
1957,VFG000510,NP_460374,type III secretion system inner MS ring protein SsaJ ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaJ,TTSS(SPI-2 encode) (VF0321) 
1958,VFG000511,NP_460376,type III secretion system stator SsaK ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaK,TTSS(SPI-2 encode) (VF0321) 
1959,VFG000512,NP_460377,type III secretion system gatekeeper SsaL ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaL,TTSS(SPI-2 encode) (VF0321) 
1960,VFG000513,NP_460378,type III secretion system protein SsaM ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaM,TTSS(SPI-2 encode) (VF0321) 
1961,VFG000514,NP_460379,type III secretion system major export apparatus protein ssaV ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaV,TTSS(SPI-2 encode) (VF0321) 
1962,VFG000515,NP_460380,type III secretion system ATPase SsaN ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaN,TTSS(SPI-2 encode) (VF0321) 
1963,VFG000516,NP_460381,type III secretion system stalk protein SsaO ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaO,TTSS(SPI-2 encode) (VF0321) 
1964,VFG000517,NP_460382,type III secretion system needle length regulator SsaP ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaP,TTSS(SPI-2 encode) (VF0321) 
1965,VFG000518,NP_460383,type III secretion system C ring protein SsaQ ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaQ,TTSS(SPI-2 encode) (VF0321) 
1966,VFG000519,NP_460384,type III secretion system minor export apparatus protein SsaR ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaR,TTSS(SPI-2 encode) (VF0321) 
1967,VFG000520,NP_460385,type III secretion system minor export apparatus protein SsaS ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaS,TTSS(SPI-2 encode) (VF0321) 
1968,VFG000521,NP_460386,type III secretion system minor export apparatus protein SsaT ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaT,TTSS(SPI-2 encode) (VF0321) 
1969,VFG000522,NP_460387,type III secretion system export apparatus switch protein SsaU ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ssaU,TTSS(SPI-2 encode) (VF0321) 
1970,VFG000529,NP_461786,"type III secretion system effector AvrA, acetyltransferease ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,avrA,TTSS(SPI-1 encode) (VF0116) 
1971,VFG000532,NP_461790,type III secretion system stator OrgB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,orgB,TTSS(SPI-1 encode) (VF0116) 
1972,VFG000533,NP_461792,type III secretion system inner MS ring protein PrgK ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,prgK,TTSS(SPI-1 encode) (VF0116) 
1973,VFG000534,NP_461793,type III secretion system inner rod protein PrgJ ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,prgJ,TTSS(SPI-1 encode) (VF0116) 
1974,VFG000535,NP_461794,type III secretion system needle filament protein PrgI ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,prgI,TTSS(SPI-1 encode) (VF0116) 
1975,VFG000536,NP_461795,type III secretion system outer MS ring protein PrgH ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,prgH,TTSS(SPI-1 encode) (VF0116) 
1976,VFG000540,NP_461799,"type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sptP,TTSS(SPI-1 encode) (VF0116) 
1977,VFG000541,NP_461800,chaparone for SptP ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sicP,TTSS(SPI-1 encode) (VF0116) 
1978,VFG000543,NP_461803,"type III secretion system effector SipA, actin polymerizing activity ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sipA/sspA,TTSS(SPI-1 encode) (VF0116) 
1979,VFG000544,NP_461804,"type III secretion system hydrophilic translocator, needle tip protein SipD ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sipD,TTSS(SPI-1 encode) (VF0116) 
1980,VFG000545,NP_461805,"type III secretion system hydrophilic translocator, pore protein SipC ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sipC/sspC,TTSS(SPI-1 encode) (VF0116) 
1981,VFG000546,NP_461806,"type III secretion system hydrophilic translocator, pore protein SipB ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sipB/sspB,TTSS(SPI-1 encode) (VF0116) 
1982,VFG000547,NP_461807,chaparone for SipC and SipB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sicA,TTSS(SPI-1 encode) (VF0116) 
1983,VFG000548,NP_461808,type III secretion system export apparatus switch protein SpaS ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spaS,TTSS(SPI-1 encode) (VF0116) 
1984,VFG000549,NP_461809,type III secretion system minor export apparatus protein SpaR ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spaR,TTSS(SPI-1 encode) (VF0116) 
1985,VFG000550,NP_461810,type III secretion system minor export apparatus protein SpaQ ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spaQ,TTSS(SPI-1 encode) (VF0116) 
1986,VFG000551,NP_461811,type III secretion system minor export apparatus protein SpaP ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spaP,TTSS(SPI-1 encode) (VF0116) 
1987,VFG000552,NP_461812,type III secretion system C ring protein SpaO ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,spaO,TTSS(SPI-1 encode) (VF0116) 
1988,VFG000553,NP_461813,type III secretion system needle length regulator InvJ ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invJ,TTSS(SPI-1 encode) (VF0116) 
1989,VFG000554,NP_461814,type III secretion system stalk protein InvI ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invI,TTSS(SPI-1 encode) (VF0116) 
1990,VFG000555,NP_461815,type III secretion system ATPase InvC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invC,TTSS(SPI-1 encode) (VF0116) 
1991,VFG000556,NP_461816,type III secretion system protein InvB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invB,TTSS(SPI-1 encode) (VF0116) 
1992,VFG000557,NP_461817,type III secretion system major export apparatus protein InvA ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invA,TTSS(SPI-1 encode) (VF0116) 
1993,VFG000558,NP_461818,type III secretion system gatekeeper invE ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invE,TTSS(SPI-1 encode) (VF0116) 
1994,VFG000559,NP_461819,type III secretion system secretin invG ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invG,TTSS(SPI-1 encode) (VF0116) 
1995,VFG000560,NP_461820,type III secretion system regulatory protein InvF ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invF,TTSS(SPI-1 encode) (VF0116) 
1996,VFG000561,NP_461821,type III secretion system pilotin invG ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,invH,TTSS(SPI-1 encode) (VF0116) 
1997,VFG000574,NP_462662,Mg2+ transport protein ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,mgtB,MgtBC (VF0106) 
1998,VFG000575,NP_462663,Mg2+ transport protein ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,mgtC,MgtBC (VF0106) 
1999,VFG000589,NP_460061,type III secretion system effector PipB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,pipB,SPI-2 encoded T3SS (SS021) 
2000,VFG002302,NP_461708,antimicrobial peptide resistance protein Mig-14 ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,mig-14,Mig-14 (VF0395) 
2001,VFG002304,NP_462656,putative autotransporter ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,misL,MisL (VF0397) 
2002,VFG002305,NP_461448,AIDA autotransporter-like protein ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,shdA,ShdA (VF0398) 
2003,VFG002306,NP_461449,putative outer membrane protein ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,ratB,RatB (VF0399) 
2004,VFG002307,NP_461452,intimin-like protein ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sinH,SinH (VF0400) 
2005,VFG003635,NP_461789,type III secretion system effector OrgC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,orgC,SPI-1 encoded T3SS (SS010) 
2006,VFG003645,NP_461791,type III secretion system accessory cytosolic protein OrgA ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,orgA,SPI-1 encoded T3SS (SS010) 
2007,VFG003971,NP_460026,"type III secretion system effector SseI/SrfH, cysteine protease ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseI/srfH,SPI-2 encoded T3SS (SS021) 
2008,VFG003977,NP_461229,"type III secretion system effector SseL, deubiquitinase ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseL,SPI-2 encoded T3SS (SS021) 
2009,VFG003982,NP_461081,type III secretion system effector SseK2 ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseK2,SPI-2 encoded T3SS (SS021) 
2010,VFG003988,NP_460561,type III secretion system effector SifB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sifB,SPI-2 encoded T3SS (SS021) 
2011,VFG003997,NP_461706,type III secretion system effector PipB3 ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,pipB2,SPI-2 encoded T3SS (SS021) 
2012,VFG004006,NP_461519,"type III secretion system effector GogB, anti-inflammatory effector ",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,gogB,SPI-2 encoded T3SS (SS021) 
2013,VFG004016,NP_463026,type III secretion system effector SseK1 ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sseK1,SPI-2 encoded T3SS (SS021) 
2014,VFG004125,NP_460113,DNA-binding transcriptional regulator CsgD ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,csgD,curli fibers/thin aggregative fimbriae (AGF) (AI094) 
2015,VFG020318,NP_456275,cytolethal distending toxin B ,Salmonella enterica subsp. enterica serovar Typhi str. CT18,cdtB,CdtB (VF0407) 
2016,VFG042066,NP_460656,type III secretion system effector SteC ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,steC,SPI-2 encoded T3SS (SS021) 
2017,VFG042067,NP_460542,type III secretion system effector SteA ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,steA,SPI-1 encoded T3SS (SS010) 
2018,VFG042068,NP_459947,type III secretion system effector SopD2 ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,sopD2,SPI-2 encoded T3SS (SS021) 
2019,VFG042214,AAL20547,type III secretion system effector SteB ,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,steB,SPI-1 encoded T3SS (SS010) 
2020,VFG042216,AAD40326,"type III secretion system effector SspH1, E3 ubiquitin ligase ",Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s,sspH1,SPI-1 encoded T3SS (SS010) 
2021,VFG000615,NP_709454,aerobactin synthesis protein IucA ,Shigella flexneri 2a str. 301,iucA,Aerobactin (VF0123) 
2022,VFG000616,NP_709455,aerobactin synthesis protein IucB ,Shigella flexneri 2a str. 301,iucB,Aerobactin (VF0123) 
2023,VFG000617,NP_709456,aerobactin synthesis protein IucC ,Shigella flexneri 2a str. 301,iucC,Aerobactin (VF0123) 
2024,VFG000618,NP_709457,"aerobactin synthesis protein IucC, lysine 6-monooxygenase ",Shigella flexneri 2a str. 301,iucD,Aerobactin (VF0123) 
2025,VFG000619,NP_709458,aerobactin receptor IutA ,Shigella flexneri 2a str. 301,iutA,Aerobactin (VF0123) 
2026,VFG000630,NP_708742,"serine protease, autotransporter SigA ",Shigella flexneri 2a str. 301,sigA,SigA (VF0119) 
2027,VFG000635,NP_708747,"serine protease, autotransporter Pic ",Shigella flexneri 2a str. 301,pic,Pic (VF0120) 
2028,VFG000636,YP_177613,ShET1B ,Shigella flexneri 2a str. 301,set1B,ShET1 (VF0125) 
2029,VFG000637,YP_177614,ShET1A ,Shigella flexneri 2a str. 301,set1A,ShET1 (VF0125) 
2030,VFG000667,NP_858315,"autotransporter, actin tail assembly protein IcsA/VirG ",Shigella flexneri 2a str. 301,icsA/virG,IcsA (VirG) (VF0121) 
2031,VFG000669,NP_706257,bactoprenol-linked glucose translocase/flippase ,Shigella flexneri 2a str. 301,gtrA,LPS (VF0124) 
2032,VFG000670,NP_706258,bactoprenol glucosyl transferase ,Shigella flexneri 2a str. 301,gtrB,LPS (VF0124) 
2033,VFG000671,NP_706259,glucosyl tranferase II ,Shigella flexneri 2a str. 301,gtrII,LPS (VF0124) 
2034,VFG000984,NP_858258,"type III secretion system effector IpaA, vinculin binding protein ",Shigella flexneri 2a str. 301,ipaA,TTSS (VF0118) 
2035,VFG000985,NP_858259,"type III secretion system hydrophilic translocator, needle tip protein IpaD ",Shigella flexneri 2a str. 301,ipaD,TTSS (VF0118) 
2036,VFG000986,NP_858260,"type III secretion system hydrophilic translocator, pore protein IpaC ",Shigella flexneri 2a str. 301,ipaC,TTSS (VF0118) 
2037,VFG000987,NP_858261,"type III secretion system hydrophilic translocator, pore protein IpaB ",Shigella flexneri 2a str. 301,ipaB,TTSS (VF0118) 
2038,VFG000988,NP_858262,type III secretion system chaperone for IpaB and IpaC ,Shigella flexneri 2a str. 301,ipgC,TTSS (VF0118) 
2039,VFG000989,NP_858263,"type III secretion system effector IpgB1, guanine nucleotide exchange factor (GEF) ",Shigella flexneri 2a str. 301,ipgB1,TTSS (VF0118) 
2040,VFG000990,NP_858264,type III secretion system chaperone for IcsB ,Shigella flexneri 2a str. 301,ipgA,TTSS (VF0118) 
2041,VFG000991,NP_858265,type III secretion system effector IcsB ,Shigella flexneri 2a str. 301,icsB,TTSS (VF0118) 
2042,VFG000992,NP_858266,"type III secretion system effector IpgD, phosphoinositide 4-phosphatase ",Shigella flexneri 2a str. 301,ipgD,TTSS (VF0118) 
2043,VFG000993,NP_858267,type III secretion system chaperone for IpgD ,Shigella flexneri 2a str. 301,ipgE,TTSS (VF0118) 
2044,VFG000994,NP_858268,type III secretion system protein IpgF ,Shigella flexneri 2a str. 301,ipgF,TTSS (VF0118) 
2045,VFG000995,NP_858269,type III secretion system outer MS ring protein MixG ,Shigella flexneri 2a str. 301,mxiG,TTSS (VF0118) 
2046,VFG000996,NP_858270,type III secretion system needle filament protein MxiH ,Shigella flexneri 2a str. 301,mxiH,TTSS (VF0118) 
2047,VFG000997,NP_858271,type III secretion system inner rod protein MxiI ,Shigella flexneri 2a str. 301,mxiI,TTSS (VF0118) 
2048,VFG000998,NP_858272,type III secretion system inner MS ring protein MxiJ ,Shigella flexneri 2a str. 301,mxiJ,TTSS (VF0118) 
2049,VFG000999,NP_858273,type III secretion system accessory cytosolic protein MxiK ,Shigella flexneri 2a str. 301,mxiK,TTSS (VF0118) 
2050,VFG001000,NP_858274,type III secretion system stator MxiN ,Shigella flexneri 2a str. 301,mxiN,TTSS (VF0118) 
2051,VFG001001,NP_858275,type III secretion system protein MxiL ,Shigella flexneri 2a str. 301,mxiL,TTSS (VF0118) 
2052,VFG001002,NP_858276,type III secretion system pilotin MxiM ,Shigella flexneri 2a str. 301,mxiM,TTSS (VF0118) 
2053,VFG001003,NP_858277,type III secretion system regulatory protein MxiE ,Shigella flexneri 2a str. 301,mxiE,TTSS (VF0118) 
2054,VFG001004,NP_858278,type III secretion system secretin MxiD ,Shigella flexneri 2a str. 301,mxiD,TTSS (VF0118) 
2055,VFG001005,NP_858279,type III secretion system gatekeeper MxiD ,Shigella flexneri 2a str. 301,mxiC,TTSS (VF0118) 
2056,VFG001006,NP_858280,type III secretion system major export apparatus protein MxiA ,Shigella flexneri 2a str. 301,mxiA,TTSS (VF0118) 
2057,VFG001007,NP_858281,type III secretion system chaparone ,Shigella flexneri 2a str. 301,spa15,TTSS (VF0118) 
2058,VFG001008,NP_858282,type III secretion system ATPase spa47 ,Shigella flexneri 2a str. 301,spa47,TTSS (VF0118) 
2059,VFG001009,NP_858283,type III secretion system stalk protein Spa13 ,Shigella flexneri 2a str. 301,spa13,TTSS (VF0118) 
2060,VFG001010,NP_858284,type III secretion system needle length regulator Spa32 ,Shigella flexneri 2a str. 301,spa32,TTSS (VF0118) 
2061,VFG001011,NP_858285,type III secretion system C ring protein Spa33 ,Shigella flexneri 2a str. 301,spa33,TTSS (VF0118) 
2062,VFG001012,NP_858286,type III secretion system minor export apparatus protein Spa24 ,Shigella flexneri 2a str. 301,spa24,TTSS (VF0118) 
2063,VFG001013,NP_858287,type III secretion system minor export apparatus protein Spa9 ,Shigella flexneri 2a str. 301,spa9,TTSS (VF0118) 
2064,VFG001014,NP_858288,type III secretion system minor export apparatus protein Spa29 ,Shigella flexneri 2a str. 301,spa29,TTSS (VF0118) 
2065,VFG001015,NP_858289,type III secretion system export apparatus switch protein Spa40 ,Shigella flexneri 2a str. 301,spa40,TTSS (VF0118) 
2066,VFG001016,NP_858314,"type III secretion system effector VirA, GTPase-activating protein (GAP) ",Shigella flexneri 2a str. 301,virA,TTSS (VF0118) 
2067,VFG001017,NP_858404,"outer membrane protease of the OmpP family, involved in cleavage of surface exposed IcsA ",Shigella flexneri 2a str. 301,icsP/sopA,IcsP (SopA) (VF0122) 
